id,name,lat,lon
5049073098,,14.7181901,-17.4504292
5049073099,,14.7160071,-17.4523091
5049096052,,14.6527633,-17.4335872
5049096068,,14.6929156,-17.4605516
5049096069,,14.6956291,-17.4578189
5049096072,,14.7061291,-17.4592542
5049096076,,14.7175222,-17.451052
5049096077,,14.7189201,-17.4498275
5049096078,,14.7204735,-17.4484624
5049096085,,14.7396146,-17.4464167
5049096086,,14.7415683,-17.4458411
5049096090,,14.7524521,-17.4664489
5049096091,,14.7538029,-17.4676789
5049096092,,14.7550963,-17.469893
5049096093,,14.7555087,-17.4722572
5049096094,,14.7553578,-17.4746264
5049096098,,14.7462391,-17.4896314
5052292969,,14.7100996,-17.4574397
5056434897,,14.6509722,-17.4334296
5056591536,,14.7305968,-17.4463388
5056714373,,14.7263744,-17.45677
5056748481,Terminus Parcelles-Assainies,14.7604342,-17.439255
5056748483,,14.6720403,-17.4274056
5057176328,Hôtel de ville,14.6718304,-17.4320506
5057176330,,14.6749899,-17.4497746
5057176331,,14.6866066,-17.4366075
5062287533,,14.7444041,-17.4514378
5062287534,,14.7450341,-17.4553485
5062287535,,14.7538436,-17.4676188
5062287536,,14.7555588,-17.4722543
5062287537,Maire de Yoff,14.7554731,-17.4745059
5062287538,,14.7568931,-17.4778399
5062287539,,14.7590679,-17.4824815
5062287540,Ligne 8,14.7543344,-17.4869433
5062287541,Ligne 8,14.7541735,-17.4868789
5062287542,,14.7509923,-17.4885218
5062317406,Auchan Castor,14.7232773,-17.4462036
5062317407,,14.7261957,-17.4445398
5062317408,,14.7344729,-17.4461116
5062317409,,14.7396046,-17.4464288
5114785221,Terminus Liberté 5,14.7235722,-17.4581869
5454714722,,14.7463513,-17.4441678
5473145364,,14.7280907,-17.4366222
5566409288,,14.6901678,-17.4485875
5706104491,Gare Leclerc,14.672134,-17.4275808
5706104492,Terminus Lat-Dior,14.6692555,-17.441483
5746268862,,14.7602743,-17.4386574
5765948583,Arrêt bus GAMBIE,14.7599112,-17.4389129
5765956053,Arrêt mini bus,14.7223903,-17.4575938
5795723743,Terminus Dakar Dem Dikk Liberté 6,14.7274328,-17.4602421
6089850879,,14.7500451,-17.4516163
6567773037,,14.6989023,-17.4566304
6567816704,,14.6978412,-17.4561985
6570035552,,14.7004382,-17.4544269
6570035556,,14.700664,-17.4546066
6908480122,,14.7036158,-17.4469851
6908480127,Dakar Dem Dikk,14.7039641,-17.446961
6909022558,,14.7023878,-17.4479826
6957478714,ARRET BUS TATA,14.6953768,-17.4532125
6957494011,ARRET DE BUS TATA,14.6963623,-17.4521895
6957501646,ARRET DE BUS TATA,14.6973004,-17.4508275
6957521517,ARRET DE BUS TATA,14.6983505,-17.4477144
6960824385,Arrêt Autobus DDD,14.7185236,-17.4870129
6973618124,"Arret mini bus 32,31,1,8",14.6859667,-17.4525717
6973640759,Arret taxi sham,14.6852883,-17.4529329
6973642082,Arret autobus DDD,14.6869421,-17.4523315
6973650357,"Arret muni bus 39,71",14.6856492,-17.4553789
6973650359,Arret autobus ddd 20,14.683673,-17.4591764
6973663657,Arret muni bud,14.6831364,-17.451861
6973684351,Arret mi'i bus 37 32 31 1,14.6874417,-17.4520583
6973685937,Arret bus 38 58,14.6859051,-17.4529131
6973695269,"Arret mini bus 37, 31,1,32",14.688085,-17.4514467
6973695826,Arret autobus ddd 4,14.6868733,-17.452175
6973696943,"Arret muni bus 29,71,25,4,5846,4",14.6852517,-17.4539183
6973741265,Arrêt mini bus 71,14.6855376,-17.4556801
7523643997,,14.7585751,-17.4519593
7920119833,Arrêt de bus,14.7435413,-17.4587343
7920335216,Arrêt de bus Tata,14.7421297,-17.4599288
7920517742,Arrêt de bus Tata,14.740599,-17.4612062
7920546766,Arrêt de bus Tata,14.7394451,-17.4622184
7920546767,Arrêt UNO,14.737453,-17.463919
7920819309,Centre Social,14.7272407,-17.4566383
7920914460,Arrêt de bus Tata,14.7220227,-17.4578483
7920914467,Arrêt de bus Tata,14.7182068,-17.456633
7920914472,Arrêt de bus Tata,14.7162612,-17.4559678
8231182164,Dakar,14.6767288,-17.4338252
8541234823,Phare Shuttle Parking,14.7231584,-17.4998261
8541234824,Phare Shuttle Parking,14.723153,-17.4998702
9106121218,,14.7227606,-17.4581098
9373889211,Colobane,14.7004304,-17.441666
9373889212,Colobane,14.7004341,-17.4416258
9373889213,Hann,14.7221767,-17.432012
9373889214,Hann,14.7221865,-17.4320464
9373889215,Dalifort,14.7342554,-17.4189499
9373889216,Dalifort,14.7343013,-17.418949
9373889219,Dakar,14.6767677,-17.4337399
9373889220,Dakar,14.6766635,-17.4339516
9373889221,Dakar,14.6767105,-17.4338608
9562676804,Arrêt autobus 217 et 218Dakar Dem Dikk,14.7347544,-17.5086293
9562760564,Arrêt de bus DDD,14.7352357,-17.5087376
9708802743,,14.7549929,-17.513764
10245379100,Dakar,14.6765855,-17.4338612
10245379101,Dakar,14.6767953,-17.4336604
10245681535,Colobane,14.7003482,-17.4416523
10245681651,Hann,14.7220913,-17.4320723
10245681696,Dalifort,14.7342483,-17.4189983
11544739863,35,14.7546646,-17.468856
11544801579,35,14.7371068,-17.5091223
11544808946,Terminus de bus 35,14.741495,-17.5184868
11544819776,35,14.7440435,-17.5114247
11738664082,Grand Médine,14.747456,-17.444904
11738664176,Scat Urbam,14.7368754,-17.4552936
11738664241,Khar Yalla,14.7320392,-17.4564326
11738664247,Khar Yalla,14.7312788,-17.4565994
11739848216,Croisement 22,14.7536489,-17.4337208
11739848217,Croisement 22,14.7538874,-17.4333956
11739848218,Croisement 22,14.7534074,-17.4340397
11739848231,Police des Parcelles,14.7509729,-17.439927
11739848232,Police des Parcelles,14.7507302,-17.4395718
11739848233,Police des Parcelles,14.7510571,-17.4388457
11739848234,Grand Médine,14.7481955,-17.4444433
11739848235,Grand Médine,14.7478305,-17.4446939
11739848236,Cardinal Hyancinthe Thiandoum,14.7413001,-17.4516709
11739848237,Cardinal Hyancinthe Thiandoum,14.7415601,-17.4513722
11739848238,Cardinal Hyancinthe Thiandoum,14.7410391,-17.4519641
11739915372,Khar Yalla,14.7328018,-17.4562142
11739915373,Scat Urbam,14.7369371,-17.4552037
11739915374,Scat Urbam,14.737013,-17.4551128
11739915376,Khar Yalla,14.7335536,-17.4561432
11739915377,Khar Yalla,14.7343454,-17.4560703
11739960180,Liberté 6,14.7259792,-17.4594387
11739960181,Liberté 6,14.7263088,-17.4591976
11739960182,Liberté 6,14.7256821,-17.4596543
11739960183,Liberté 5,14.7207406,-17.4642608
11739960184,Liberté 5,14.7210415,-17.464045
11739960185,Liberté 5,14.7204455,-17.4644667
11739960186,Sacré Coeur,14.7169443,-17.4664899
11739960187,Sacré Coeur,14.7169618,-17.4664234
11739960188,Sacré Coeur,14.7169687,-17.4665407
11739960189,Liberté 1,14.7096122,-17.4621791
11739960190,Liberté 1,14.70996,-17.462523
11739960191,Liberté 1,14.7092004,-17.4617678
11739960192,Grand Dakar,14.7047043,-17.4580109
11739960193,Grand Dakar,14.7044277,-17.4576748
11739960194,Grand Dakar,14.7050289,-17.4583585
11739960195,Dial Diop,14.6990704,-17.4532231
11739960196,Dial Diop,14.699379,-17.4535498
11739960197,Dial Diop,14.6988058,-17.4529316
11739960198,Place de la Nation,14.6958285,-17.4503217
11739960199,Place de la Nation,14.6960909,-17.4506369
11739960200,Place de la Nation,14.6955802,-17.4499988
12186408919,,14.7125362,-17.4765435
12495824870,terminus Diamalaye,14.7640964,-17.4505726
