title,url,address,latitude,longitude
マジック・ランド,https://www.google.com/maps/place/%E3%83%9E%E3%82%B8%E3%83%83%E3%82%AF%E3%83%BB%E3%83%A9%E3%83%B3%E3%83%89/data=!4m7!3m6!1s0xec172646c0017d3:0xeeaf9ffbcebbd47c!8m2!3d14.6759372!4d-17.4637593!16s%2Fg%2F1tdcsx3m!19sChIJ0xcAbGRywQ4RfNS7zvufr-4?authuser=0&hl=ja&rclk=1,,14.6759372,-17.4998082
フォレスティエ・ド・アン公園,https://www.google.com/maps/place/%E3%83%95%E3%82%A9%E3%83%AC%E3%82%B9%E3%83%86%E3%82%A3%E3%82%A8%E3%83%BB%E3%83%89%E3%83%BB%E3%82%A2%E3%83%B3%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0xec173a62b54a661:0xc05aa217b88ca0d7!8m2!3d14.7262257!4d-17.4347153!16s%2Fg%2F11h0tzj_kv!19sChIJYaZUK6ZzwQ4R16CMuBeiWsA?authuser=0&hl=ja&rclk=1,,14.7012033,-17.4688508
ズーロジック・ド・アン公園,https://www.google.com/maps/place/%E3%82%BA%E3%83%BC%E3%83%AD%E3%82%B8%E3%83%83%E3%82%AF%E3%83%BB%E3%83%89%E3%83%BB%E3%82%A2%E3%83%B3%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0xec1732a63c96333:0x15d8ae8347bcce93!8m2!3d14.7248587!4d-17.4327429!16s%2Fg%2F122nbv2m!19sChIJM2PJYypzwQ4Rk868R4Ou2BU?authuser=0&hl=ja&rclk=1,,14.7012845,-17.4688508
